Unnamed: 0	wordpos_mod	word_mod	sentid	punctuation	model	prob	surp	wordpos	pairid	condition	comparison	sentence	ROI	freqs	log_freq	expected_surp_linear	adjusted_surp_linear	adjusted_prob_linear	expected_surp_gam	adjusted_surp	adjusted_prob
0	0	The	1	False	google-bert/bert-base-cased	0.9309173226356506	0.1032750010490417	0	1	order_meaning1_syn1	expected	The captain gave an order to fire the engines.	4	6500900	15.687451340644257	-0.5489096819893327	0.6521846830383744	0.5209065171210024	0.6360499535097368	-0.5327749524606951	1.7036533122597892
1	1	captain	1	False	google-bert/bert-base-cased	0.1429813653230667	2.806100845336914	1	1	order_meaning1_syn1	expected	The captain gave an order to fire the engines.	4	3968	8.286269452783065	6.446151632102977	-3.6400507867660625	38.09377133572556	6.392071361771127	-3.5859705164342133	36.08836507989577
2	2	gave	1	False	google-bert/bert-base-cased	0.4428698122501373	1.175045371055603	2	1	order_meaning1_syn1	expected	The captain gave an order to fire the engines.	4	19334	9.869672204041397	4.9496339815746975	-3.7745886105190944	43.57957644815246	4.102197743362213	-2.92715237230661	18.674377036439026
3	3	an	1	False	google-bert/bert-base-cased	0.0769896507263183	3.6991915702819824	3	1	order_meaning1_syn1	expected	The captain gave an order to fire the engines.	4	435700	12.984711507260117	2.005524344496285	1.6936672257856973	0.18384408848086947	1.7928424783017398	1.9063490919802426	0.14862200255988103
4	4	order	1	False	google-bert/bert-base-cased	0.9795783162117004	0.0297672785818576	4	1	order_meaning1_syn1	expected	The captain gave an order to fire the engines.	4	24691	10.114234583513786	4.718491325516553	-4.688724046934695	108.71437683084581	3.8192379057178396	-3.789470627135982	44.23297833863414
5	5	to	1	False	google-bert/bert-base-cased	0.9978675842285156	0.0030796714127063	5	1	order_meaning1_syn1	expected	The captain gave an order to fire the engines.	4	3042375	14.928149347056001	0.1687275929131573	-0.16564792150045102	1.1801575204799166	0.5018479285740103	-0.49876825716130396	1.6466917202806362
6	6	fire	1	False	google-bert/bert-base-cased	0.0273065194487571	5.194610595703125	6	1	order_meaning1_syn1	expected	The captain gave an order to fire the engines.	4	15897	9.673948594133059	5.134617768308786	0.05999282739433909	0.9417712885140987	4.3437246752934175	0.8508859204097075	0.42703644401694624
7	7	the	1	False	google-bert/bert-base-cased	0.6684563159942627	0.5810948014259338	7	1	order_meaning1_syn1	expected	The captain gave an order to fire the engines.	4	6500900	15.687451340644257	-0.5489096819893327	1.1300044834152665	0.32303180813326615	0.6360499535097368	-0.05495515208380297	1.0564932320930616
8	8	engines.	1	False	google-bert/bert-base-cased	0.4866343047469853	3.467427095398307	8	1	order_meaning1_syn1	expected	The captain gave an order to fire the engines.	4	3336	8.112827478751374	6.610076429678718	-3.142649334280411	23.165157879552336	6.657526735776707	-3.1900996403784	24.290847671769978
9	0	The	2	False	google-bert/bert-base-cased	0.9148476719856262	0.128396525979042	0	1	order_meaning1_syn1	unexpected	The captain gave an command to fire the engines.	4	6500900	15.687451340644257	-0.5489096819893327	0.6773062079683747	0.5079835529713731	0.6360499535097368	-0.5076534275306948	1.6613880497719782
